,album,album_id,album_release_date,album_cover_url,album_cover_url_large,track_id,track_name,track_number,disc_number,explicit_flag,track_popularity,track_duration_s,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
72,Summertime '06,4Csoz10NhNJOrCTUoPBdUD,2015-06-30,https://i.scdn.co/image/ab67616d0000485186f51d101637fd4dc59fc32a,https://i.scdn.co/image/ab67616d00001e0286f51d101637fd4dc59fc32a,1cjRGRxMNA8bdpFMbupG0w,Hang N' Bang,7,2,True,36,126.8,0.832,0.642,11,-5.066,0,0.0617,0.00308,0.00828,0.272,0.329,113.994,4
73,Summertime '06,4Csoz10NhNJOrCTUoPBdUD,2015-06-30,https://i.scdn.co/image/ab67616d0000485186f51d101637fd4dc59fc32a,https://i.scdn.co/image/ab67616d00001e0286f51d101637fd4dc59fc32a,5R08q0FbWLLQ5Bec8lQ3am,C.N.B.,8,2,True,35,253.386,0.743,0.671,1,-7.37,1,0.0828,0.0895,2.27e-06,0.32,0.356,116.079,4
74,Summertime '06,4Csoz10NhNJOrCTUoPBdUD,2015-06-30,https://i.scdn.co/image/ab67616d0000485186f51d101637fd4dc59fc32a,https://i.scdn.co/image/ab67616d00001e0286f51d101637fd4dc59fc32a,6yHZ09mUcQRZtWBYW73OoQ,Like It Is,9,2,True,34,276.16,0.389,0.555,6,-10.76,1,0.405,0.182,8.77e-06,0.334,0.698,90.425,5
75,Summertime '06,4Csoz10NhNJOrCTUoPBdUD,2015-06-30,https://i.scdn.co/image/ab67616d0000485186f51d101637fd4dc59fc32a,https://i.scdn.co/image/ab67616d00001e0286f51d101637fd4dc59fc32a,2vSzbAjeftc7pxnyIM1QPf,'06,10,2,True,35,47.693,0.87,0.646,1,-9.06,0,0.118,0.00299,0.00106,0.241,0.341,102.956,4
76,Hell Can Wait,7mxpMxmMM8RN39YRlo08v7,2014-09-23,https://i.scdn.co/image/ab67616d00004851299c72661432a1622208d759,https://i.scdn.co/image/ab67616d00001e02299c72661432a1622208d759,5A1jH0Zt8YG8NPj0bfsxSQ,Fire,1,1,True,37,136.64,0.459,0.665,4,-6.113,0,0.277,0.00139,0.00163,0.139,0.157,80.86,4
77,Hell Can Wait,7mxpMxmMM8RN39YRlo08v7,2014-09-23,https://i.scdn.co/image/ab67616d00004851299c72661432a1622208d759,https://i.scdn.co/image/ab67616d00001e02299c72661432a1622208d759,0tpUSqnOkcuMz2rwrSKKf1,65 Hunnid,2,1,True,41,185.986,0.553,0.493,5,-8.129,0,0.221,0.167,0.0,0.637,0.435,159.487,4
78,Hell Can Wait,7mxpMxmMM8RN39YRlo08v7,2014-09-23,https://i.scdn.co/image/ab67616d00004851299c72661432a1622208d759,https://i.scdn.co/image/ab67616d00001e02299c72661432a1622208d759,7nUsDCJPnJTqNUqxipnNy4,Screen Door,3,1,True,36,247.013,0.566,0.497,11,-9.951,0,0.234,0.00199,0.0,0.113,0.0706,140.085,4
79,Hell Can Wait,7mxpMxmMM8RN39YRlo08v7,2014-09-23,https://i.scdn.co/image/ab67616d00004851299c72661432a1622208d759,https://i.scdn.co/image/ab67616d00001e02299c72661432a1622208d759,2eb51UvA5hKfZOC1cy1oA1,Hands Up,4,1,True,38,199.8,0.609,0.712,0,-6.478,1,0.252,0.00501,0.143,0.629,0.23,88.149,4
80,Hell Can Wait,7mxpMxmMM8RN39YRlo08v7,2014-09-23,https://i.scdn.co/image/ab67616d00004851299c72661432a1622208d759,https://i.scdn.co/image/ab67616d00001e02299c72661432a1622208d759,6w6SW8zyEcyxwSR7Wya45a,Blue Suede,5,1,True,52,218.04,0.415,0.745,7,-5.902,1,0.174,0.108,6.69e-05,0.526,0.468,84.926,4
81,Hell Can Wait,7mxpMxmMM8RN39YRlo08v7,2014-09-23,https://i.scdn.co/image/ab67616d00004851299c72661432a1622208d759,https://i.scdn.co/image/ab67616d00001e02299c72661432a1622208d759,5nFur5SMzdpP4obWLrBFD3,Limos,6,1,True,49,212.36,0.594,0.732,11,-5.852,0,0.417,0.307,4.29e-05,0.111,0.558,175.979,4
82,Hell Can Wait,7mxpMxmMM8RN39YRlo08v7,2014-09-23,https://i.scdn.co/image/ab67616d00004851299c72661432a1622208d759,https://i.scdn.co/image/ab67616d00001e02299c72661432a1622208d759,4fR8CJztzJ6kUEIw1dBdaO,Feelin' The Love,7,1,True,32,210.093,0.736,0.629,10,-4.575,1,0.187,0.52,0.000242,0.0694,0.614,75.002,4
